symbol,entry_date,exit_date,entry_price,exit_price,direction,confidence,game_score,reason,pnl,equity,win
ES,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,649.85,659.74,LONG,0.618989885606779,0.5,TIME_EXIT,38.04724167115482,100038.04724167116,True
NQ,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,577.38,588.7,LONG,0.621476866213811,0.5,TIME_EXIT,49.0145138383736,100087.06175550952,True
SILVER,2026-04-01T09:30:00+00:00,2026-04-01T14:00:00+00:00,68.16,68.16,LONG,0.7145881588746097,0.5,HARD_STOP,0.0,100087.06175550952,False
SPY,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,649.85,659.74,LONG,0.618989885606779,0.5,TIME_EXIT,38.04724167115482,100125.10899718068,True
QQQ,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,577.38,588.7,LONG,0.621476866213811,0.5,TIME_EXIT,49.0145138383736,100174.12351101905,True
SLV,2026-04-01T09:30:00+00:00,2026-04-01T14:00:00+00:00,68.16,68.16,LONG,0.7145881588746097,0.5,HARD_STOP,0.0,100174.12351101905,False
SMCI,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,22.76,22.67,LONG,0.6191230685979177,0.5,TIME_EXIT,-9.885764499121251,100164.23774651992,False
SOUN,2026-04-01T09:30:00+00:00,2026-04-01T14:00:00+00:00,6.88,6.88,LONG,0.7589521437480552,0.5,HARD_STOP,0.0,100164.23774651992,False
META,2026-04-01T09:30:00+00:00,2026-04-08T09:30:00+00:00,573.72,574.48,LONG,0.7248686795706764,0.5,TIME_EXIT,3.31172000278878,100167.54946652272,True
VTI,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,324.14,332.27,LONG,0.6590370818815653,0.5,TIME_EXIT,62.809447859168074,100230.35891438188,True
AMD,2026-04-01T14:00:00+00:00,2026-04-06T16:00:00+00:00,211.94,220.155,LONG,0.6748676408951821,0.5,HARD_STOP,97.06478471117828,100327.42369909307,True
SMCI,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,23.06,22.94,LONG,0.6485831236701198,0.5,TIME_EXIT,-13.031337744994,100314.39236134807,False
ARM,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,156.53,145.7,LONG,0.6859578617948525,0.5,TIME_EXIT,-173.25984806785326,100141.13251328022,False
GOOGL,2026-04-01T14:00:00+00:00,2026-04-08T13:00:00+00:00,296.4,318.57,LONG,0.7695180569640607,0.5,HARD_STOP,187.30723445283496,100328.43974773305,True
UNH,2026-04-01T14:00:00+00:00,2026-04-02T18:00:00+00:00,272.75,275.3225000000001,LONG,0.799457795166175,0.5,HARD_STOP,23.618792025906522,100352.05853975896,True
XBI,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,129.5,130.23,LONG,0.7067465897157322,0.5,TIME_EXIT,14.11627627616999,100366.17481603513,True
IBB,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,170.9,170.9,LONG,0.699771370798067,0.5,HARD_STOP,0.0,100366.17481603513,False
XLE,2026-04-01T14:00:00+00:00,2026-04-01T18:00:00+00:00,58.96,58.96,SHORT,0.6916789577513699,0.5,HARD_STOP,0.0,100366.17481603513,False
XOM,2026-04-01T14:00:00+00:00,2026-04-08T14:00:00+00:00,161.58,155.415,SHORT,0.6986060068067013,0.5,TIME_EXIT,95.54600545567446,100461.7208214908,True
CVX,2026-04-01T14:00:00+00:00,2026-04-01T18:00:00+00:00,197.79,197.79,SHORT,0.7189863699175658,0.5,HARD_STOP,0.0,100461.7208214908,False
BAC,2026-04-01T14:00:00+00:00,2026-04-07T13:00:00+00:00,49.295,49.695,LONG,0.6706672810783025,0.5,HARD_STOP,20.320022206414933,100482.04084369722,True
GS,2026-04-01T14:00:00+00:00,2026-04-01T16:00:00+00:00,866.7,866.7,LONG,0.7005432732200862,0.5,HARD_STOP,0.0,100482.04084369722,False
PFE,2026-04-02T09:30:00+00:00,2026-04-02T15:00:00+00:00,28.56,28.56,LONG,0.6584460753136091,0.5,HARD_STOP,0.0,100482.04084369722,False
VNQ,2026-04-03T09:30:00+00:00,2026-04-07T13:00:00+00:00,90.225,90.225,LONG,0.6508955010914199,0.5,HARD_STOP,0.0,100482.04084369722,False
VNQ,2026-04-03T14:00:00+00:00,2026-04-07T13:00:00+00:00,90.225,90.225,LONG,0.6508955010914199,0.5,HARD_STOP,0.0,100482.04084369722,False
VNQ,2026-04-06T09:30:00+00:00,2026-04-07T13:00:00+00:00,90.225,90.225,LONG,0.6508955010915547,0.5,HARD_STOP,0.0,100482.04084369722,False
AAPL,2026-04-06T14:00:00+00:00,2026-04-07T13:00:00+00:00,259.92,250.41932999999997,LONG,0.6256542995390633,0.5,HARD_STOP,-91.82120565774983,100390.21963803947,False
UNH,2026-04-06T14:00:00+00:00,2026-04-08T13:00:00+00:00,281.79,310.03,LONG,0.6760532145765062,0.5,HARD_STOP,251.7488939836407,100641.96853202312,True
HYG,2026-04-07T09:30:00+00:00,2026-04-08T17:00:00+00:00,79.7,80.17000000000002,LONG,0.6545510145710002,0.5,HARD_STOP,14.837429488724023,100656.80596151184,True
UNH,2026-04-07T09:30:00+00:00,2026-04-07T19:00:00+00:00,307.61,307.61,LONG,0.7910906626622343,0.5,HARD_STOP,0.0,100656.80596151184,False
PFE,2026-04-07T09:30:00+00:00,2026-04-08T16:00:00+00:00,27.8,27.13499999999999,SHORT,0.7253911996900897,0.5,HARD_STOP,60.18606931096793,100716.9920308228,True
SILVER,2026-04-07T14:00:00+00:00,2026-04-08T12:00:00+00:00,63.93,66.47640999999999,SHORT,0.6545786088217445,0.5,HARD_STOP,-100.29202083419597,100616.7000099886,False
TLT,2026-04-07T14:00:00+00:00,2026-04-08T12:00:00+00:00,86.06,86.93684999999998,SHORT,0.6343683263766312,0.5,HARD_STOP,-25.654686980660184,100591.04532300794,False
LQD,2026-04-07T14:00:00+00:00,2026-04-08T13:00:00+00:00,108.415,109.36425499999999,SHORT,0.6331732477512877,0.5,HARD_STOP,-22.046328522394656,100568.99899448555,False
VGIT,2026-04-07T14:00:00+00:00,2026-04-08T13:00:00+00:00,59.22,59.49943999999999,SHORT,0.6773800345341148,0.5,HARD_STOP,-11.881271636732745,100557.11772284881,False
SLV,2026-04-07T14:00:00+00:00,2026-04-08T12:00:00+00:00,63.93,66.47640999999999,SHORT,0.6545786088217445,0.5,HARD_STOP,-100.29202083419597,100456.82570201461,False
ARM,2026-04-07T14:00:00+00:00,2026-04-08T13:00:00+00:00,139.0,152.88272999999998,SHORT,0.6824121441508795,0.5,HARD_STOP,-251.479641506486,100205.34606050812,False
SOUN,2026-04-07T14:00:00+00:00,2026-04-08T12:00:00+00:00,6.365,6.996989999999999,SHORT,0.6294820551388952,0.5,HARD_STOP,-250.00837310903236,99955.3376873991,False
AAPL,2026-04-07T14:00:00+00:00,2026-04-14T14:00:00+00:00,246.13,259.45,SHORT,0.641355818006289,0.5,TIME_EXIT,-136.26440639606702,99819.07328100303,False
TSLA,2026-04-07T14:00:00+00:00,2026-04-07T16:00:00+00:00,338.75,338.75,SHORT,0.688214765647748,0.5,HARD_STOP,0.0,99819.07328100303,False
JNJ,2026-04-07T14:00:00+00:00,2026-04-08T15:00:00+00:00,239.25,239.25,SHORT,0.7214887192185909,0.5,HARD_STOP,0.0,99819.07328100303,False
PFE,2026-04-07T14:00:00+00:00,2026-04-07T17:00:00+00:00,27.05,27.05,SHORT,0.7611272452379984,0.5,HARD_STOP,0.0,99819.07328100303,False
IBB,2026-04-07T14:00:00+00:00,2026-04-08T13:00:00+00:00,166.54,171.0709,SHORT,0.6444255994268115,0.5,HARD_STOP,-68.50285504870533,99750.57042595433,False
XLE,2026-04-07T14:00:00+00:00,2026-04-08T12:00:00+00:00,60.655,58.82112,LONG,0.6958914642989243,0.5,HARD_STOP,-76.12846317100212,99674.44196278333,False
XOM,2026-04-07T14:00:00+00:00,2026-04-08T13:00:00+00:00,165.57,159.43041,LONG,0.6815355201412311,0.5,HARD_STOP,-93.36852042980607,99581.07344235352,False
CVX,2026-04-07T14:00:00+00:00,2026-04-08T13:00:00+00:00,203.87,196.17363,LONG,0.6009814960862733,0.5,HARD_STOP,-95.05508853144944,99486.01835382207,False
VTI,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,332.27,334.79,LONG,0.6357736993646759,0.5,TIME_EXIT,18.863030536283418,99504.88138435836,True
HYG,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,80.17,80.01,LONG,0.6106182279531576,0.5,TIME_EXIT,-4.963752942687789,99499.91763141568,False
VGIT,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,59.525,59.42,LONG,0.6531344996917462,0.5,TIME_EXIT,-4.387245664490133,99495.53038575119,False
AMD,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,228.175,245.11,LONG,0.6273322845295035,0.5,TIME_EXIT,184.5946883775586,99680.12507412875,True
XOM,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,155.415,152.645,SHORT,0.6088351079862276,0.5,TIME_EXIT,44.32909803430896,99724.45417216307,True
CVX,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,191.04,187.95,SHORT,0.6107411050198457,0.5,TIME_EXIT,40.22872130356343,99764.68289346663,True
XLF,2026-04-08T14:00:00+00:00,2026-04-10T13:00:00+00:00,51.115,51.167500000000004,LONG,0.6573381105066796,0.5,HARD_STOP,2.5545417018369645,99767.23743516847,True
JPM,2026-04-08T14:00:00+00:00,2026-04-10T13:00:00+00:00,306.44,307.8549999999999,LONG,0.6838288354882248,0.5,HARD_STOP,11.484525190139093,99778.72196035861,True
BAC,2026-04-08T14:00:00+00:00,2026-04-10T13:00:00+00:00,51.5,52.835,LONG,0.6576893666008159,0.5,HARD_STOP,64.47273519531679,99843.19469555393,True
GS,2026-04-08T14:00:00+00:00,2026-04-15T14:00:00+00:00,896.11,901.41,LONG,0.6201546261089895,0.5,TIME_EXIT,14.710133166554678,99857.9048287205,True
VNQ,2026-04-08T14:00:00+00:00,2026-04-10T13:00:00+00:00,91.975,92.77249999999998,LONG,0.6315390567475583,0.5,HARD_STOP,21.56566992040547,99879.4704986409,True
SPG,2026-04-08T14:00:00+00:00,2026-04-08T19:00:00+00:00,194.05,194.05,LONG,0.66935649295672,0.5,HARD_STOP,0.0,99879.4704986409,False
PLTR,2026-04-09T14:00:00+00:00,2026-04-09T17:00:00+00:00,130.43,130.43,SHORT,0.7767491807978099,0.5,HARD_STOP,0.0,99879.4704986409,False
AMZN,2026-04-09T14:00:00+00:00,2026-04-16T14:00:00+00:00,228.295,238.44,LONG,0.7099482683508831,0.5,TIME_EXIT,110.9613907672872,99990.4318894082,True
JNJ,2026-04-09T14:00:00+00:00,2026-04-16T14:00:00+00:00,242.675,239.195,LONG,0.6002356445415278,0.5,TIME_EXIT,-35.80720689556736,99954.62468251263,False
VNQ,2026-04-09T14:00:00+00:00,2026-04-10T13:00:00+00:00,92.48,92.77249999999998,LONG,0.6853279741741636,0.5,HARD_STOP,7.897584645558503,99962.52226715819,True
SPG,2026-04-09T14:00:00+00:00,2026-04-16T14:00:00+00:00,196.43,199.945,LONG,0.6820010922437544,0.5,TIME_EXIT,44.682118159487025,100007.20438531767,True
